# Am-241     Ba-133       Cs-137       Co-60      Eu-152
     618	    1003	     779	     447	    1974
     752	     961	     738	     483	    2022
     790	     983	     709	     521	    2252
     906	    1002	     691	     535	    2267
     983	    1016	     727	     453	    2066
    1012	    1041	     751	     501	    1901
    1034	    1046	     738	     502	    1887
    1002	    1035	     695	     492	    1910
     966	    1044	     675	     515	    1854
    1021	    1094	     716	     455	    1759
    1032	    1001	     723	     526	    1691
    1072	    1048	     724	     498	    1816
    1047	    1052	     721	     500	    1748
    1112	    1083	     724	     479	    1733
    1142	    1095	     685	     491	    1715
    1168	    1087	     707	     509	    1726
    1264	    1250	     730	     519	    1708
    1308	    1856	     689	     510	    1811
    1332	    2881	     703	     490	    1730
    1445	    3658	     742	     477	    1771
    1450	    2955	     719	     510	    1793
    1511	    1702	     715	     534	    1707
    1580	    1170	     691	     503	    1745
    1603	    1073	     713	     498	    1820
    1635	    1013	     738	     495	    1782
    1596	    1037	     753	     505	    1744
    1619	    1053	     709	     490	    1769
    1628	    1138	     747	     490	    1784
    1580	    1142	     720	     502	    1739
    1553	    1086	     736	     502	    1761
    1499	    1142	     756	     509	    1840
    1434	    1136	     731	     472	    1699
    1332	    1141	     743	     524	    1809
    1269	    1091	     768	     501	    1770
    1229	    1082	     727	     515	    1785
    1231	    1130	     770	     500	    1828
    1237	    1154	     723	     519	    1752
    1268	    1164	     734	     526	    1882
    1658	    1172	     699	     535	    1851
    4529	    1143	     684	     525	    1877
   15945	    1203	     742	     485	    1919
   33848	    1185	     737	     519	    1868
   39451	    1213	     775	     485	    1854
   24570	    1260	     718	     525	    1909
    7943	    1222	     741	     501	    1823
    1321	    1279	     747	     491	    1953
     189	    1384	     734	     505	    1955
      40	    1420	     695	     542	    1881
      39	    1549	     761	     477	    1849
      31	    1602	     779	     519	    1895
      34	    1712	     696	     494	    1850
      13	    1762	     726	     545	    1931
      26	    1864	     778	     522	    1960
      28	    1744	     746	     545	    1877
      21	    1811	     787	     492	    1891
      22	    1982	     757	     508	    1936
      16	    1845	     801	     549	    2092
      19	    1868	     733	     520	    1942
      29	    1855	     715	     474	    1990
      22	    1811	     741	     497	    2024
      22	    1805	     728	     487	    2115
      17	    1809	     786	     514	    2059
      13	    1904	     801	     534	    2008
      18	    1901	     761	     547	    2107
      17	    1888	     803	     537	    2071
      23	    1851	     737	     528	    2189
      11	    1924	     737	     493	    2175
       8	    1937	     781	     523	    2148
      16	    1876	     770	     545	    2186
      16	    2010	     749	     513	    2174
      21	    2056	     791	     544	    2191
      22	    1960	     808	     545	    2204
      15	    2033	     776	     545	    2233
      11	    2100	     762	     556	    2161
      18	    2174	     770	     532	    2310
      18	    2223	     749	     540	    2244
      17	    2166	     752	     543	    2302
      21	    2199	     791	     524	    2285
      30	    2273	     758	     561	    2241
      24	    2348	     781	     553	    2321
      15	    2434	     763	     548	    2301
      11	    2409	     797	     497	    2350
      11	    2483	     804	     585	    2351
      12	    2480	     765	     563	    2489
      14	    2495	     762	     604	    2395
       7	    2594	     828	     600	    2495
      12	    2569	     885	     674	    2695
      23	    2699	    1065	     783	    3559
      15	    2968	    1355	     958	    4908
      26	    3140	    1453	    1071	    5432
      23	    2990	    1345	     893	    4431
      17	    2713	     986	     674	    3206
      12	    2429	     909	     586	    2587
      19	    2287	     853	     601	    2692
      13	    2486	     939	     748	    3400
      15	    2828	    1421	    1141	    5268
      35	    3395	    2087	    1570	    7600
      25	    3583	    2107	    1475	    7802
      24	    3014	    1534	    1038	    5497
      17	    2292	    1030	     663	    3344
      10	    2117	     814	     590	    2461
      17	    1960	     734	     528	    2277
      18	    1810	     753	     483	    2308
      15	    1844	     780	     482	    2234
      22	    1772	     681	     520	    2146
      15	    1631	     731	     519	    2269
      20	    1703	     760	     513	    2303
      11	    1679	     692	     528	    2218
       9	    1664	     737	     505	    2230
      16	    1719	     732	     554	    2302
      18	    1820	     755	     530	    2247
      15	    2522	     693	     517	    2305
      14	    4375	     757	     495	    2301
      14	    6311	     748	     505	    2325
      19	    6453	     745	     482	    2320
      12	    6682	     783	     514	    2377
      23	   15457	     719	     521	    2408
      13	   40420	     718	     481	    2517
      13	   65347	     722	     535	    2439
      15	   58192	     719	     530	    2525
      15	   28766	     740	     531	    2651
      16	    8251	     712	     502	    2716
      16	    1939	     773	     532	    2726
      15	     940	     721	     525	    2867
       7	     783	     735	     545	    3010
      21	     796	     762	     503	    3169
      17	     785	     727	     534	    3287
      13	     767	     752	     538	    3387
      14	     827	     839	     593	    3576
      18	     897	     957	     738	    4113
      18	    1038	    1151	     861	    4753
      18	    1262	    1350	     950	    5540
      20	    1313	    1421	    1011	    5580
      18	    1196	    1243	     848	    4960
      12	     900	     991	     687	    4272
      12	     719	     763	     531	    3641
      15	     725	     733	     559	    3382
      16	     633	     742	     516	    3463
      14	     690	     722	     558	    3446
      13	     680	     828	     615	    3660
      25	     836	     965	     656	    3784
      25	     867	     927	     669	    4019
      17	     801	     857	     576	    3718
      12	     723	     762	     549	    3577
      11	     640	     733	     517	    3282
      13	     627	     734	     525	    3133
      20	     625	     677	     459	    3141
      19	     631	     672	     537	    3201
      21	     616	     719	     546	    3118
      14	     597	     738	     512	    3102
      18	     587	     698	     480	    3149
      20	     612	     707	     537	    3170
      16	     636	     700	     514	    3253
      19	     606	     714	     501	    3162
       9	     578	     714	     516	    3167
      24	     643	     726	     454	    3146
      13	     641	     720	     484	    3281
      20	     638	     711	     515	    3157
      13	     627	     731	     503	    3112
      14	     579	     729	     496	    3099
      13	     622	     691	     530	    3217
      13	     631	     672	     466	    3129
      12	     608	     691	     504	    3257
      15	     615	     734	     503	    3251
      17	     627	     774	     479	    3325
       9	     605	     692	     505	    3376
      14	     624	     670	     515	    3304
      13	     593	     714	     495	    3431
      20	     668	     657	     508	    3293
      17	     636	     732	     483	    3421
      13	     614	     683	     533	    3465
      11	     633	     707	     492	    3410
      16	     618	     694	     503	    3485
      19	     652	     706	     475	    3608
      16	     643	     726	     521	    3448
      16	     668	     684	     505	    3530
      17	     674	     709	     512	    3648
       9	     629	     703	     483	    3643
      13	     619	     681	     520	    3587
      18	     647	     720	     543	    3679
      15	     637	     771	     546	    3638
      46	     621	     723	     525	    3710
      46	     678	     721	     464	    3809
      42	     632	     697	     530	    3783
      34	     619	     699	     512	    3780
      17	     633	     711	     503	    3724
      13	     635	     702	     495	    3762
      23	     623	     723	     511	    3761
      17	     702	     728	     495	    3891
      13	     632	     722	     534	    3868
      16	     703	     683	     465	    3776
      17	     653	     754	     496	    3881
      16	     609	     731	     490	    3869
      14	     650	     682	     530	    3870
      22	     604	     669	     487	    3843
      25	     670	     741	     536	    3847
      51	     648	     689	     550	    3741
      54	     624	     674	     469	    4005
      26	     620	     726	     507	    3825
      29	     654	     710	     518	    3872
      15	     662	     723	     467	    3769
      18	     641	     694	     509	    3760
      18	     670	     642	     494	    3837
       9	     621	     707	     481	    3688
      11	     616	     674	     508	    3755
      14	     639	     711	     493	    3699
       8	     639	     744	     464	    3708
      18	     629	     675	     494	    3554
       6	     669	     713	     512	    3660
      14	     671	     728	     524	    3608
      10	     678	     699	     490	    3562
      16	     679	     698	     524	    3522
      10	     608	     712	     494	    3553
      20	     656	     683	     491	    3537
      10	     635	     677	     503	    3488
      10	     676	     710	     472	    3404
      17	     673	     715	     535	    3336
      13	     656	     706	     511	    3290
      16	     629	     733	     524	    3340
      10	     633	     718	     515	    3271
      14	     648	     673	     484	    3182
      17	     670	     662	     491	    3267
      15	     623	     710	     468	    3173
       8	     653	     740	     511	    3104
      13	     679	     764	     476	    3160
      11	     654	     726	     496	    3199
      26	     658	     733	     494	    2978
      12	     693	     711	     484	    3108
      18	     689	     729	     523	    3033
      10	     624	     744	     496	    2948
      12	     678	     689	     528	    2982
      23	     658	     728	     483	    2874
       9	     652	     694	     482	    2932
      10	     624	     729	     506	    2828
      13	     633	     737	     495	    2912
      14	     652	     723	     527	    2743
      22	     638	     801	     480	    2844
      10	     650	     780	     518	    2824
      15	     649	     674	     515	    2679
      18	     662	     737	     534	    2731
       9	     688	     759	     511	    2811
       6	     696	     677	     504	    2635
      16	     645	     737	     496	    2666
      15	     663	     754	     534	    2620
      11	     648	     744	     473	    2655
      12	     663	     759	     519	    2656
       9	     637	     743	     515	    2523
      14	     635	     734	     556	    2693
      19	     647	     814	     509	    2615
      10	     658	     751	     551	    2606
      19	     681	     770	     525	    2602
      16	     630	     743	     514	    2615
      26	     638	     741	     494	    2683
      18	     628	     787	     490	    2764
      23	     682	     757	     507	    2691
      12	     712	     783	     515	    2655
      10	     662	     747	     522	    2757
       6	     664	     792	     497	    2855
       7	     661	     691	     510	    3197
       8	     662	     756	     487	    4222
       9	     665	     741	     514	    8965
      10	     684	     761	     546	   31423
      12	     644	     725	     497	   86659
       9	     621	     719	     524	  151949
       8	     678	     707	     500	  158326
       6	     645	     805	     520	   96521
       7	     669	     738	     505	   35802
       8	     672	     760	     472	   10106
      11	     709	     748	     484	    4837
      15	     679	     747	     529	    3674
      15	     639	     745	     555	    2671
       7	     663	     786	     495	    2057
       5	     653	     774	     512	    1868
       6	     662	     754	     507	    1818
       7	     676	     779	     525	    1767
      13	     671	     754	     527	    1738
      15	     678	     734	     514	    1850
      13	     664	     746	     531	    1824
      13	     688	     746	     511	    1793
       8	     657	     770	     516	    1733
       6	     670	     741	     511	    1678
      11	     668	     740	     551	    1785
      11	     662	     742	     515	    1630
       6	     682	     731	     541	    1658
       6	     676	     773	     541	    1718
       2	     678	     754	     558	    1697
       8	     677	     764	     555	    1756
       7	     672	     779	     580	    1662
       7	     683	     745	     543	    1657
       7	     680	     738	     533	    1729
       8	     678	     744	     514	    1649
       5	     640	     773	     504	    1681
       7	     674	     748	     516	    1644
      12	     674	     740	     542	    1651
       3	     669	     775	     522	    1652
      10	     681	     767	     492	    1629
       8	     666	     760	     492	    1608
       7	     720	     748	     503	    1649
       6	     670	     785	     530	    1664
       5	     713	     731	     560	    1612
      11	     686	     738	     532	    1611
       5	     734	     807	     551	    1596
       8	     622	     723	     536	    1622
      10	     740	     784	     513	    1634
       8	     735	     738	     557	    1569
       9	     707	     706	     523	    1578
       8	     690	     750	     529	    1608
       5	     709	     795	     519	    1593
       6	     709	     721	     541	    1596
      11	     778	     749	     552	    1578
      10	     699	     737	     555	    1626
       8	     780	     796	     512	    1551
       9	     710	     724	     490	    1542
       4	     754	     749	     527	    1510
       5	     755	     722	     502	    1583
       6	     713	     763	     511	    1570
       4	     708	     710	     521	    1532
       5	     738	     631	     530	    1527
       6	     758	     774	     569	    1622
       7	     735	     760	     498	    1531
       6	     776	     784	     460	    1560
       6	     687	     762	     508	    1540
       4	     748	     742	     516	    1576
       6	     772	     750	     541	    1528
       8	     686	     754	     498	    1538
      15	     744	     782	     566	    1422
       5	     749	     787	     522	    1529
       4	     751	     718	     521	    1573
       2	     753	     778	     508	    1533
       6	     785	     771	     531	    1634
       7	     803	     789	     531	    1552
       5	     810	     683	     491	    1638
       6	     750	     761	     521	    1556
       7	     764	     751	     547	    1480
       2	     795	     727	     535	    1642
      12	     728	     737	     533	    1572
      11	     724	     793	     531	    1510
       4	     723	     757	     520	    1598
      10	     754	     748	     485	    1595
       4	     779	     719	     509	    1553
       8	     803	     785	     544	    1546
       8	     789	     740	     512	    1592
       5	     768	     731	     486	    1626
       9	     703	     786	     513	    1620
       5	     716	     769	     537	    1544
       7	     748	     777	     497	    1557
       4	     767	     740	     492	    1641
       2	     770	     734	     555	    1545
       6	     807	     746	     569	    1569
      10	     786	     780	     527	    1618
      11	     775	     734	     523	    1677
       5	     821	     699	     529	    1679
       2	     777	     815	     514	    1695
       4	     772	     806	     505	    1640
       9	     831	     750	     501	    1699
       5	     830	     781	     532	    1808
       9	     854	     702	     551	    1878
       7	     843	     734	     519	    1945
       7	     852	     704	     494	    1831
      10	     834	     759	     525	    1862
       7	     901	     747	     496	    1790
       7	     914	     737	     507	    1793
       2	     879	     729	     531	    1791
       4	     875	     751	     507	    1755
       6	     912	     726	     507	    1705
       6	     952	     729	     530	    1754
       8	     962	     778	     492	    1801
       6	     916	     741	     533	    1767
       1	     899	     728	     518	    1792
       4	     927	     725	     579	    1828
       5	     911	     733	     495	    1758
      10	     971	     707	     527	    1757
       6	     975	     757	     496	    1682
       7	     892	     769	     515	    1728
       5	     944	     740	     530	    1692
       9	     936	     747	     486	    1727
      10	     899	     779	     514	    1663
       6	     919	     777	     515	    1796
       4	     938	     758	     536	    1803
       3	     927	     719	     514	    1760
       3	     957	     771	     486	    1820
       6	     945	     655	     520	    1752
       7	     963	     787	     528	    1776
       9	     936	     728	     562	    1789
       8	     922	     715	     487	    1733
      13	    1008	     761	     504	    1728
       5	     864	     723	     523	    1766
       4	     973	     753	     493	    1687
       5	     928	     724	     527	    1750
       2	     920	     778	     505	    1754
       7	     946	     772	     498	    1676
      10	     880	     759	     481	    1774
       8	     921	     771	     498	    1683
       5	     949	     767	     489	    1740
       6	     913	     743	     533	    1736
       8	     865	     788	     492	    1703
       2	     918	     697	     489	    1666
       6	     855	     707	     540	    1694
       8	     866	     772	     501	    1668
       4	    1006	     765	     519	    1722
       6	    1204	     756	     515	    1788
       3	    1599	     669	     495	    1721
       5	    2002	     698	     486	    1790
       6	    1875	     741	     505	    1831
       7	    1399	     714	     494	    1863
       6	     990	     735	     475	    1898
       6	     908	     737	     488	    1846
       3	     932	     713	     462	    1797
       8	     835	     718	     542	    1850
       5	     873	     728	     480	    1791
       6	     854	     724	     493	    1649
       4	     819	     718	     515	    1760
       7	     847	     717	     537	    1731
       4	     829	     718	     525	    1769
       6	     844	     697	     511	    1691
       4	     809	     741	     504	    1664
       2	     804	     735	     519	    1743
       9	     870	     715	     516	    1737
      10	     790	     730	     475	    1730
       6	     789	     741	     522	    1755
       1	     828	     744	     521	    1729
       3	     814	     729	     518	    1626
       8	     858	     717	     500	    1700
      10	     819	     721	     495	    1680
       7	     770	     719	     483	    1673
       6	     772	     710	     505	    1747
       5	     741	     707	     448	    1736
       7	     771	     695	     473	    1681
       6	     872	     664	     525	    1744
       6	     821	     702	     524	    1689
      11	     799	     701	     521	    1685
       1	     789	     746	     531	    1740
       8	     812	     756	     476	    1756
       4	     801	     721	     437	    1659
       3	     782	     733	     478	    1634
       5	     765	     743	     501	    1723
       7	     808	     756	     511	    1731
       9	     782	     772	     496	    1727
       6	     795	     710	     508	    1686
       7	     792	     695	     520	    1691
       5	     811	     698	     483	    1682
       5	     797	     703	     517	    1708
       5	     774	     751	     506	    1666
       9	     770	     723	     474	    1717
       4	     792	     729	     523	    1636
       1	     770	     740	     487	    1679
       7	     781	     730	     485	    1666
       2	     795	     737	     471	    1733
       8	     778	     699	     501	    1750
       6	     845	     686	     480	    1684
       7	     707	     676	     536	    1711
       5	     761	     721	     505	    1643
       5	     793	     718	     480	    1695
       4	     792	     730	     516	    1636
       5	     779	     712	     516	    1648
       5	     742	     767	     476	    1695
       4	     822	     698	     476	    1660
       5	     778	     705	     492	    1754
       6	     753	     746	     494	    1684
       8	     776	     733	     485	    1650
       3	     772	     721	     495	    1710
       6	     753	     703	     522	    1690
       4	     745	     744	     537	    1661
       5	     806	     716	     467	    1626
       5	     752	     707	     471	    1693
       4	     783	     717	     473	    1679
       8	     757	     704	     503	    1716
       6	     804	     753	     484	    1656
       6	     733	     763	     509	    1724
       8	     803	     753	     460	    1674
       2	     775	     740	     502	    1672
       0	     768	     748	     528	    1629
       6	     780	     773	     468	    1712
       5	     776	     727	     509	    1782
       4	     812	     727	     502	    1661
       3	     829	     783	     512	    1685
       7	     823	     777	     483	    1702
       4	     786	     759	     525	    1695
       6	     782	     808	     544	    1681
       3	     787	     797	     502	    1715
       6	     805	     733	     485	    1676
       3	     809	     842	     524	    1685
       2	     803	     805	     467	    1643
       2	     799	     828	     513	    1667
       4	     779	     821	     515	    1644
       1	     724	     829	     487	    1764
       4	     838	     840	     470	    1658
       5	     791	     860	     446	    1684
       6	     767	     935	     485	    1741
       5	     844	     933	     509	    1690
       2	     826	     900	     493	    1754
       5	     816	    1019	     459	    1728
       5	     799	     981	     519	    1680
       6	     799	     946	     518	    1756
       5	     843	     941	     524	    1674
       5	     832	     949	     539	    1727
       6	     843	     925	     493	    1727
       3	     773	     940	     510	    1762
       0	     801	    1011	     468	    1764
       3	     790	     942	     501	    1798
       4	     785	     979	     465	    1682
       2	     771	     941	     444	    1752
       3	     799	     938	     495	    1762
       3	     898	     963	     460	    1751
       4	     791	     946	     483	    1732
       2	     839	     953	     447	    1693
       3	     795	     968	     443	    1680
       4	     756	     915	     483	    1718
       6	     795	     923	     462	    1681
       2	     780	     912	     487	    1694
       4	     792	     923	     461	    1670
       3	     766	     951	     464	    1782
       4	     801	     900	     473	    1723
       3	     796	     940	     499	    1665
      11	     857	     874	     510	    1662
       6	     786	     893	     467	    1718
       3	     815	     895	     466	    1727
       5	     807	     839	     468	    1692
       1	     808	     861	     504	    1660
       6	     823	     842	     455	    1715
       3	     798	     969	     423	    1701
       8	     819	     912	     474	    1615
       8	     792	     910	     505	    1638
       3	     835	     937	     488	    1679
       8	     839	     935	     488	    1690
       7	     835	     876	     489	    1721
       6	     825	     887	     484	    1659
       3	     887	     841	     491	    1594
       6	     831	     913	     488	    1692
       3	     797	     848	     484	    1664
       4	     814	     866	     466	    1685
       1	     828	     842	     478	    1637
       4	     766	     880	     496	    1603
       4	     816	     856	     488	    1605
       6	     829	     866	     472	    1651
       3	     865	     854	     482	    1627
       3	     804	     849	     484	    1628
       2	     812	     864	     485	    1459
       5	     859	     861	     475	    1533
       5	     875	     851	     478	    1602
       4	     785	     849	     457	    1529
       5	     767	     873	     441	    1495
       3	     801	     870	     497	    1553
       5	     823	     827	     460	    1542
       6	     866	     811	     477	    1519
       7	     828	     840	     437	    1543
       2	     887	     820	     482	    1476
       7	     824	     829	     445	    1479
       5	     831	     865	     509	    1491
       6	     836	     845	     458	    1482
       6	     783	     851	     509	    1482
       6	     821	     783	     486	    1468
       1	     732	     888	     485	    1471
       5	     825	     822	     479	    1513
       4	     768	     796	     470	    1542
       4	     766	     825	     480	    1476
       5	     806	     857	     453	    1484
       6	     795	     756	     462	    1492
       5	     780	     856	     426	    1478
       7	     806	     814	     491	    1419
       2	     777	     839	     459	    1493
       2	     831	     790	     488	    1458
       7	     837	     827	     504	    1462
       1	     775	     806	     462	    1456
       5	     733	     748	     470	    1482
       7	     806	     751	     460	    1442
       3	     737	     836	     480	    1461
       3	     742	     756	     510	    1407
       6	     692	     796	     478	    1456
       3	     764	     894	     492	    1495
       7	     725	     795	     531	    1558
       6	     747	     839	     489	    1415
       3	     649	     801	     524	    1445
       5	     642	     808	     501	    1428
       4	     694	     779	     541	    1454
       3	     634	     768	     551	    1449
       4	     694	     778	     492	    1492
       1	     653	     805	     558	    1536
       6	     674	     765	     489	    1443
       6	     625	     732	     521	    1428
       5	     618	     794	     568	    1402
       3	     665	     777	     572	    1424
       2	     690	     761	     550	    1444
       1	     603	     784	     504	    1463
       1	     617	     751	     589	    1385
       7	     587	     780	     577	    1452
       4	     608	     826	     564	    1495
       3	     656	     765	     528	    1425
       2	     598	     755	     552	    1417
       3	     595	     781	     564	    1518
       1	     620	     769	     576	    1481
       4	     621	     800	     583	    1446
       9	     625	     710	     573	    1464
       6	     579	     754	     583	    1414
       3	     608	     722	     575	    1404
       2	     580	     749	     615	    1353
       1	     591	     729	     606	    1357
       2	     546	     742	     590	    1365
       4	     609	     757	     653	    1344
       4	     548	     755	     582	    1396
       1	     562	     729	     633	    1326
       1	     549	     803	     635	    1367
       4	     587	     789	     643	    1340
       3	     618	     734	     601	    1349
       2	     638	     728	     588	    1339
       1	     577	     746	     628	    1359
       0	     586	     740	     599	    1289
       2	     593	     766	     629	    1371
       3	     529	     762	     598	    1416
       3	     605	     753	     608	    1368
       5	     563	     749	     546	    1310
       3	     526	     727	     618	    1372
       3	     575	     702	     613	    1354
       4	     509	     754	     566	    1327
       6	     507	     786	     590	    1346
       6	     547	     714	     587	    1333
       4	     577	     694	     593	    1298
       1	     545	     733	     596	    1286
       4	     557	     728	     608	    1272
       1	     530	     718	     569	    1242
       3	     557	     778	     580	    1326
       4	     561	     733	     571	    1219
       2	     544	     679	     536	    1317
       3	     659	     732	     578	    1269
       1	     862	     692	     595	    1342
       2	    1085	     747	     567	    1267
       1	    1036	     730	     554	    1292
       3	     853	     724	     538	    1237
       2	     590	     753	     567	    1259
       3	     573	     727	     566	    1349
       2	     558	     723	     588	    1290
       2	     490	     715	     579	    1250
       0	     564	     771	     532	    1255
       2	     491	     751	     584	    1255
       4	     530	     745	     548	    1232
       1	     540	     731	     594	    1194
       7	     480	     746	     556	    1242
       5	     527	     714	     581	    1290
       2	     534	     746	     566	    1273
       6	     497	     719	     585	    1163
       0	     488	     722	     540	    1196
       1	     519	     713	     539	    1192
       7	     506	     717	     537	    1184
       1	     455	     708	     551	    1265
       4	     478	     665	     585	    1223
       2	     489	     711	     501	    1228
       7	     470	     707	     575	    1315
       0	     452	     745	     544	    1190
       4	     488	     685	     539	    1214
       3	     480	     710	     543	    1184
       5	     493	     666	     533	    1198
       2	     465	     696	     555	    1212
       2	     454	     678	     516	    1236
       4	     454	     716	     496	    1226
       2	     428	     668	     530	    1174
       1	     451	     718	     531	    1185
       3	     478	     713	     583	    1185
       1	     443	     702	     548	    1191
       2	     501	     701	     531	    1139
       2	     409	     710	     541	    1181
       5	     443	     689	     502	    1179
       3	     421	     714	     521	    1172
       2	     426	     736	     524	    1181
       2	     417	     701	     527	    1177
       1	     390	     709	     531	    1175
       1	     409	     684	     513	    1192
       2	     427	     626	     496	    1238
       1	     429	     726	     544	    1116
       3	     428	     667	     503	    1187
       2	     405	     685	     510	    1131
       3	     412	     704	     566	    1163
       4	     414	     654	     529	    1145
       1	     389	     713	     497	    1176
       4	     397	     675	     549	    1155
       2	     411	     686	     476	    1256
       4	     391	     702	     518	    1173
       4	     398	     699	     509	    1141
       0	     379	     712	     493	    1163
       5	     433	     682	     473	    1106
      10	     356	     675	     536	    1099
       7	     361	     682	     486	    1157
